,point,mode,modereal,modeimag,viscosity,trial,wavelength,windingnum,traveling
35,11,3,-0.07739943543360331,0.004933019406616301,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
36,12,1,-0.0049348471232381836,-0.005119065285342459,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
37,12,2,-0.030991458674704646,0.004775939773319616,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
38,12,3,-0.07619276327638227,0.00537977148220136,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
39,13,1,-0.004325159143920659,-0.0055456595339493115,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
40,13,2,-0.02955121349780351,0.005175164976967645,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
41,13,3,-0.0749862629071265,0.0058261919012301605,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
42,14,1,-0.0037154689121650045,-0.00597220913917023,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
43,14,2,-0.028110460774492533,0.005574895998276347,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
44,14,3,-0.07378038002928686,0.006272208382994387,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
45,15,1,-0.0031057484413481674,-0.006398683390441775,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
46,15,2,-0.026669299934533288,0.0059753657291513815,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
47,15,3,-0.07257545966325114,0.006717648640694324,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
48,16,1,-0.0024960314078094977,-0.006825089430671216,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
49,16,2,-0.02522779932143417,0.00637639879019851,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
50,16,3,-0.07137132092936942,0.007162655645433935,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
51,17,1,-0.0018863648188557184,-0.007251444428346314,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
52,17,2,-0.02378609102383944,0.006777760492534305,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
53,17,3,-0.07016732485354707,0.007607403632166125,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
54,18,1,-0.0012767500035573628,-0.00767773804976332,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
55,18,2,-0.022344402370493253,0.007179496693018824,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
56,18,3,-0.06896332134842846,0.008051912794281538,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
57,19,1,-0.000667150709686269,-0.008103933432913041,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
58,19,2,-0.020902950264503745,0.007581862291349316,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
59,19,3,-0.06775954440389646,0.00849603355475379,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
60,20,1,-5.773907818875439e-05,-0.008530384048634456,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
61,20,2,-0.019457514528712767,0.007983147665469703,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
62,20,3,-0.06655803610637548,0.00893947127867993,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
63,21,1,0.000551476191018284,-0.008957020552837472,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
64,21,2,-0.01800925979310205,0.008383473521339795,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
65,21,3,-0.06535816292073339,0.009382452490190787,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
66,22,1,0.001160648823204811,-0.009383465515587169,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
67,22,2,-0.016562727429995427,0.008784554706065123,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
68,22,3,-0.06415753061909452,0.009825238501393843,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
69,23,1,0.0017697736083581066,-0.009809694640059536,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
70,23,2,-0.015118312187905032,0.009186459255660702,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
71,23,3,-0.06295594421648605,0.01026780882458262,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
72,24,1,0.002378870154480456,-0.010235673701012755,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
73,24,2,-0.013676379676123665,0.009589382945871359,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
74,24,3,-0.06175364539983159,0.010710099359100774,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
75,25,1,0.0029879428504211375,-0.010661371374097657,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
76,25,2,-0.012237218554347678,0.009993395468367392,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
77,25,3,-0.060550622050472167,0.011152222243708156,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
78,26,1,0.003596964602256835,-0.011086761701172194,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
79,26,2,-0.010801080399963681,0.010398511138089955,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
80,26,3,-0.05934655552437485,0.011594167230804106,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
81,27,1,0.00420590531625774,-0.011511825148786256,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
82,27,2,-0.009368312330506556,0.010804702933935598,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
83,27,3,-0.058141264591375884,0.012035985431292879,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
84,28,1,0.004814758433991017,-0.011936539310707756,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
85,28,2,-0.00793927848681291,0.01121195401179231,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
86,28,3,-0.05693464001482024,0.012477912510529583,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
87,29,1,0.005423525235038245,-0.012360876936053984,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
88,29,2,-0.00651436704166954,0.01162039193731701,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
89,29,3,-0.05572647489818781,0.012920015632392395,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
90,30,1,0.006032196384932401,-0.012784799392389823,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
91,30,2,-0.005093913210374532,0.012030145091762513,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
92,30,3,-0.05451714430028266,0.013362229786356405,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
93,31,1,0.00664074638138788,-0.013208263823302082,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
94,31,2,-0.003678193874894128,0.012441282592339831,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
95,31,3,-0.053306551059678825,0.01380458529872337,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
96,32,1,0.007249139878676512,-0.013631233442946354,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
97,32,2,-0.002267556824754313,0.012853889783080389,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
98,32,3,-0.05209423266803392,0.014246732299297583,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
99,33,1,0.007857364002193673,-0.01405369390885271,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
100,33,2,-0.0008622858936812096,0.013267855161920854,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
101,33,3,-0.05088057477507632,0.014689219989139921,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
102,34,1,0.008465401242793302,-0.014475636766919627,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
103,34,2,0.0005372648908561053,0.013683135404114428,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
104,34,3,-0.04966435522304857,0.015131630371160632,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
105,35,1,0.009073225730782418,-0.014897010109785606,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
106,35,2,0.0019307850672957685,0.014099971090344467,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
107,35,3,-0.04844616793210717,0.015574308606179593,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
108,36,1,0.009680798445180534,-0.015317754025487712,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
109,36,2,0.0033179069653269935,0.014518507626506657,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
110,36,3,-0.047226716108192034,0.01601688165350314,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
111,37,1,0.0102880775053687,-0.01573782414926199,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
112,37,2,0.0046984572602005135,0.014938788067625048,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
113,37,3,-0.046004873002921186,0.01645866455015055,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
114,38,1,0.010895029876824464,-0.01615719098995751,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
115,38,2,0.00607210761794211,0.015360887127806503,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
116,38,3,-0.04478235380799356,0.01690108586772829,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
117,39,1,0.011501612411180789,-0.016575857427590386,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
118,39,2,0.007438467280017135,0.015784688109980693,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
119,39,3,-0.043557314378378176,0.017342422945336517,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
120,40,1,0.012110001972641888,-0.01699307283152635,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
121,40,2,0.00879801742416676,0.016211127580720016,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
122,40,3,-0.042333285992669646,0.017786523299997945,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
123,41,1,0.012592998790721031,-0.01744356186709556,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
124,41,2,0.010092883471444524,0.016414316625359634,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
125,41,3,-0.04101852374899909,0.018256877422544122,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
126,42,1,0.012995389821980886,-0.01791466812751184,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
127,42,2,0.011370084557604281,0.01652218050712561,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
128,42,3,-0.03965670661339703,0.018677448284078458,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
129,43,1,0.013337271265181286,-0.01839752143824993,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
130,43,2,0.01263074721326527,0.01657016304327363,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
131,43,3,-0.0382715135263584,0.019033798571461463,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
132,44,1,0.01362694890322246,-0.01888781104790491,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
133,44,2,0.01386913762486931,0.016562607357042937,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
134,44,3,-0.036872351625738105,0.01933598444097523,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
135,45,1,0.013867592985819464,-0.019383048259739907,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
136,45,2,0.015078007677446131,0.016497919987080494,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
137,45,3,-0.03546427136761471,0.019597364897394904,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
138,46,1,0.01406040029011423,-0.019881504887373447,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
139,46,2,0.0162499046674352,0.016374603173304338,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
140,46,3,-0.03405085255442592,0.019822619619438143,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
141,47,1,0.014205868528290514,-0.020381812481341566,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
142,47,2,0.01737827241947643,0.016191493569646286,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
143,47,3,-0.03263666928779838,0.0200201154166132,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
144,48,1,0.014304326007469297,-0.020882805912294473,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
145,48,2,0.018457109297321556,0.01594827208384598,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
146,48,3,-0.03122337782826493,0.02019489651233209,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
147,49,1,0.014355953999041472,-0.02138321692153057,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
148,49,2,0.01947994868421753,0.01564494220052409,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
149,49,3,-0.029806360389378436,0.02035100434792361,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
150,50,1,0.014360968713000296,-0.021881712251608593,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
151,50,2,0.020440335111961604,0.015282047989978781,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
152,50,3,-0.028384647075876443,0.020489045353195384,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
153,51,1,0.014319637697323468,-0.02237701339249138,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
154,51,2,0.021332723893141135,0.014860723507025655,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
155,51,3,-0.026952797985277287,0.02060882084959202,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
156,52,1,0.014232273626935903,-0.022867818739164016,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
157,52,2,0.022151355873600214,0.014382832940802361,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
158,52,3,-0.02550637327008281,0.020715958370174703,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
159,53,1,0.014099231905160598,-0.0233528860824128,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
160,53,2,0.022890657569871447,0.013850172270481327,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
161,53,3,-0.02404332048107848,0.02081668463056306,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
162,54,1,0.01392090098860437,-0.02383099222100852,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
163,54,2,0.023545590493110998,0.013264883081078538,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
164,54,3,-0.02255939536739871,0.020913281656757716,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
165,55,1,0.013697786877424083,-0.024301025154453034,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
166,55,2,0.02411256872660405,0.012629161568733359,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
167,55,3,-0.02105306235872661,0.021006075874924087,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
168,56,1,0.013430375020540038,-0.02476171894135779,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
169,56,2,0.024587047105656984,0.011946006728223345,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
170,56,3,-0.01952246947631982,0.021095388212727828,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
171,57,1,0.013119187965240588,-0.0252119007138042,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
172,57,2,0.024964718653436933,0.011218160481710673,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
173,57,3,-0.01796745921940685,0.021185373847556945,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
174,58,1,0.012764810263714493,-0.025650483944285304,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
175,58,2,0.025242053553732696,0.010448285366764565,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
176,58,3,-0.01638377813819052,0.021278341518624247,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
177,59,1,0.012367887718866892,-0.026076349702949263,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
178,59,2,0.025416229416400135,0.009639712688635546,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
179,59,3,-0.014767156048805019,0.021371117618461714,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
180,60,1,0.011929115845861113,-0.026488293576100844,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
181,60,2,0.025484216080061673,0.00879668537359655,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
182,60,3,-0.013113236982701951,0.021460002409942596,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
183,61,1,0.011449235807418294,-0.026885167813556043,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
184,61,2,0.02544398517270198,0.007923761957236396,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
185,61,3,-0.011416709475480631,0.021548472688297113,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
186,62,1,0.010929061148260711,-0.02726593483681627,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
187,62,2,0.025294467308310833,0.007025448504906821,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
188,62,3,-0.00967494914210556,0.021634761858518342,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
189,63,1,0.010369426255606266,-0.027629460814138494,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
190,63,2,0.025034249653340453,0.006106735604140502,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
191,63,3,-0.00788634310339888,0.021715707417143053,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
192,64,1,0.009771159536800588,-0.027974756945025943,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
193,64,2,0.024662359112000994,0.005171887407892301,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
194,64,3,-0.006053032730594364,0.021794213069853602,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
195,65,1,0.009135173921432751,-0.028300810139078682,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
196,65,2,0.024178202305390504,0.004225650558233545,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
197,65,3,-0.0041726720713608926,0.021865619102863283,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
198,66,1,0.00846241639301756,-0.028606634503246905,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
199,66,2,0.023581955970032147,0.003272901457336348,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
200,66,3,-0.0022440302130940803,0.021924048029453514,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
201,67,1,0.007753899681473473,-0.02889123197225258,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
202,67,2,0.02287460494955869,0.0023189980973319087,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
203,67,3,-0.00026280055518280293,0.021966684749344836,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
204,68,1,0.007010729459173177,-0.0291534898394135,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
205,68,2,0.02205836389566315,0.0013708063410145636,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
206,68,3,0.0017731516514023179,0.02198794082804067,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
207,69,1,0.006234019014546718,-0.02939256411419687,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
208,69,2,0.021136058096867333,0.0004333011460888913,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
209,69,3,0.0038618490761595185,0.021986437903835518,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
210,70,1,0.005424877129899853,-0.02960754305083097,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
211,70,2,0.02010976181530047,-0.0004879112294309181,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
212,70,3,0.0059981227024693525,0.021959826958531485,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
213,71,1,0.00458439933997384,-0.029797623676288593,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
214,71,2,0.018981471385335527,-0.001387868255987506,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
215,71,3,0.008180350539744774,0.021902024097595063,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
216,72,1,0.0037138475498189544,-0.029961911755744506,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
217,72,2,0.017755776485313863,-0.0022610401638801744,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
218,72,3,0.010409917008629246,0.02180583116608274,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
219,73,1,0.0028145330088567588,-0.030099519421414585,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
220,73,2,0.016438264122952493,-0.0031019387388848546,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
221,73,3,0.012685573273378105,0.021669112556583405,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
222,74,1,0.0018877591761811779,-0.030209618528827135,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
223,74,2,0.015033879462908163,-0.003904994586580454,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
224,74,3,0.015002510522471566,0.02149109390926683,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
225,75,1,0.0009348146858629463,-0.030291464743400297,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
226,75,2,0.013547486025899818,-0.004664722254191408,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
227,75,3,0.017354043342648316,0.021265750749221695,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
228,76,1,-4.291299181074687e-05,-0.03034436596225002,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
229,76,2,0.011985714050236006,-0.005376792281105591,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
230,76,3,0.019737417321296975,0.020987937453964434,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
231,77,1,-0.0010439201898520705,-0.030367519512932217,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
232,77,2,0.010356539101548804,-0.006037046412936731,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
233,77,3,0.02215184511187651,0.020655741977233667,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
234,78,1,-0.0020667910508910567,-0.03036022905107229,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
235,78,2,0.008666774451029645,-0.006640736675990497,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
236,78,3,0.02458841564961967,0.0202691653542493,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
237,79,1,-0.003110098912666627,-0.030321881144538435,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
238,79,2,0.006923450229904728,-0.007183251605482494,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
239,79,3,0.02704056977963812,0.019822228452188544,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
240,80,1,-0.004172231216445549,-0.03025179760733787,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
241,80,2,0.005135693772023424,-0.007662003946298963,10,sim10x,7.805074444403995,1.711372019403978,0.906700099513805
242,80,3,0.029509279776588408,0.01931273172977052,10,sim10x,7.805074444403995,1.711372019403978,0.5120734268696245
243,81,1,-0.005251559966362786,-0.03014931945929495,10,sim10x,7.805074444403995,1.711372019403978,0.7782229336223682
